Name,Rarity,Level,Element Type,Abilities,CP,Avg. Attack,Defense,HP,Avg. Speed,Stamina,Price
Sootseer,Rare,7,DarkFire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Ball', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Spirit Fire', 'level': 15, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Spirit Flame', 'level': 22, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Flame Funnel', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 5000'}, {'name': 'Volcanic Rain', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '0 - 2000'}]",307.5,112.5,90,105,633.3333333333334,100,4890
Sparkit,Common,1,Electricity,"[{'name': 'Spark Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Sand Blast', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Shockwave', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '0 - 300'}, {'name': 'Electric Ball', 'level': 22, 'power': 50, 'cooldown': 9, 'range': '500 - 2500'}, {'name': 'Tri-Lightning', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Lightning Streak', 'level': 40, 'power': 75, 'cooldown': 16, 'range': '500 - 2000'}, {'name': 'Lightning Bolt', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 3000'}]",197.5,67.5,70,60,296.6666666666667,100,1030
Surfent,Common,4,Water,"[{'name': 'Hydro Jet', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dragon Cannon', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Aqua Gun', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Bubble Blast', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '1000 - 3500'}, {'name': 'Dragon Burst', 'level': 30, 'power': 55, 'cooldown': 10, 'range': '0 - 200'}, {'name': 'Draconic Breath', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Hydro Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",250.0,80.0,80,90,416.6666666666667,100,5050
Surfent Terra,Rare,5,Earth,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Dragon Cannon', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Stone Blast', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Stone Cannon', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Sand Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Draconic Breath', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Rock Lance', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}]",270.0,80.0,100,90,416.6666666666667,100,5140
Suzaku,Epic,8,Fire,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Ignis Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Spirit Fire', 'level': 15, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Flare Arrow', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Ignis Breath', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Flare Storm', 'level': 40, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",327.5,102.5,105,120,683.3333333333334,350,9840
Suzaku Aqua,Epic,9,Water,"[{'name': 'Hydro Jet', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Ice Missile', 'level': 7, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Aqua Gun', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Cryst Breath', 'level': 22, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Aqua Burst', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Hydro Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",332.5,102.5,105,125,683.3333333333334,350,10110
Swee,Common,1,Ice,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Ice Missile', 'level': 7, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Icicle Cutter', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Iceberg', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Cryst Breath', 'level': 40, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",200.0,80.0,60,60,235.0,100,1180
Sweepa,Rare,6,Ice,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Ice Missile', 'level': 7, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Icicle Cutter', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Iceberg', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Cryst Breath', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Pal Blast', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",285.0,95.0,90,100,286.6666666666667,100,6400
Tanzee,Common,1,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Sand Blast', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Seed Machine Gun', 'level': 15, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Seed Mine', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Stone Cannon', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Grass Tornado', 'level': 40, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",235.0,85.0,70,80,249.33333333333334,100,1280
Teafant,Common,1,Water,"[{'name': 'Aqua Gun', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Hydro Jet', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Sand Blast', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Bubble Blast', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '1000 - 3500'}, {'name': 'Acid Rain', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '100 - 1000'}, {'name': 'Aqua Burst', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Hydro Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",205.0,65.0,70,70,243.33333333333334,100,1000
Tocotoco,Common,1,Normal,"[{'name': 'Implode', 'level': 1, 'power': 230, 'cooldown': 55, 'range': '0 - 1000'}, {'name': 'Air Cannon', 'level': 7, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Power Shot', 'level': 15, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Megaton Implode', 'level': 22, 'power': 500, 'cooldown': 55, 'range': '0 - 1000'}, {'name': 'Sand Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Power Bomb', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",207.5,77.5,70,60,293.3333333333333,100,1090
Tombat,Rare,5,Dark,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Poison Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Dark Ball', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Shadow Burst', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",272.5,97.5,80,95,343.3333333333333,100,3810
Univolt,Rare,5,Electricity,"[{'name': 'Spark Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Shockwave', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '0 - 300'}, {'name': 'Lock-on Laser', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '0 - 5000'}, {'name': 'Lightning Streak', 'level': 22, 'power': 75, 'cooldown': 16, 'range': '500 - 2000'}, {'name': 'Tri-Lightning', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Lightning Strike', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 500'}, {'name': 'Lightning Bolt', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 3000'}]",292.5,107.5,105,80,633.3333333333334,100,4280
Vaelet,Epic,8,Leaf,"[{'name': 'Poison Fog', 'level': 1, 'power': 0, 'cooldown': 30, 'range': '0 - 200'}, {'name': 'Wind Cutter', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Poison Blast', 'level': 15, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Seed Mine', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Grass Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",320.0,100.0,120,100,350.0,100,1960
Vanwyrm,Common,4,FireDark,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Ignis Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Spirit Fire', 'level': 15, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Ignis Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Fire Ball', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",287.5,107.5,90,90,550.0,150,4360
Vanwyrm Cryst,Rare,5,IceDark,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Ice Missile', 'level': 7, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Icicle Cutter', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Cryst Breath', 'level': 22, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",295.0,110.0,95,90,550.0,150,4610
Verdash,Epic,8,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Stone Cannon', 'level': 7, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Seed Machine Gun', 'level': 15, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Stone Blast', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Grass Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Spine Vine', 'level': 40, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",287.5,107.5,90,90,416.6666666666667,100,2200
Vixy,Common,2,Normal,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Sand Blast', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Power Shot', 'level': 15, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Wind Cutter', 'level': 22, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Seed Machine Gun', 'level': 30, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Power Bomb', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",210.0,70.0,70,70,276.6666666666667,100,1000
Warsect,Epic,8,EarthLeaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Seed Machine Gun', 'level': 7, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Stone Blast', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Stone Cannon', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Giga Horn', 'level': 30, 'power': 75, 'cooldown': 11, 'range': '0 - 2500'}, {'name': 'Rock Lance', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",340.0,100.0,120,120,385.0,100,6830
Warsect Terra,Epic,9,Earth,[],342.5,102.5,120,120,385.0,100,7830
Wixen,Rare,6,Fire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Spirit Fire', 'level': 7, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Flare Arrow', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Spirit Flame', 'level': 22, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Flare Storm', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Fire Ball', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}, {'name': 'Dragon Meteor', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 5000'}]",250.0,80.0,80,90,376.6666666666667,100,3080
Wixen Noct,Rare,6,FireDark,"[{'name': 'Umbral Surge', 'level': 1, 'power': 40, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Cannon', 'level': 7, 'power': 50, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Arrow', 'level': 15, 'power': 65, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Flare Storm', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Flame Wall', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '0 - 5000'}, {'name': 'Apocalypse', 'level': 50, 'power': 110, 'cooldown': 55, 'range': '100 - 9999'}]",255.0,80.0,85,90,376.6666666666667,100,4080
Woolipop,Common,3,Normal,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Sand Blast', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Power Shot', 'level': 15, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Wind Cutter', 'level': 22, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Bubble Blast', 'level': 30, 'power': 65, 'cooldown': 13, 'range': '1000 - 3500'}, {'name': 'Power Bomb', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",230.0,70.0,90,70,250.0,100,1450
Wumpo,Rare,7,Ice,"[{'name': 'Ice Missile', 'level': 1, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Wind Cutter', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Icicle Cutter', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Iceberg', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Cryst Breath', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",330.0,90.0,100,140,328.3333333333333,100,5900
Wumpo Botan,Epic,8,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Aqua Gun', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Seed Mine', 'level': 15, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Grass Tornado', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Spine Vine', 'level': 30, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Aqua Burst', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",340.0,90.0,110,140,328.3333333333333,100,5700
Xenogard,Epic,9,Dragon,"[{'name': 'Dragon Cannon', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Dragon Burst', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '0 - 200'}, {'name': 'Air Blade', 'level': 15, 'power': 85, 'cooldown': 20, 'range': '0 - 5000'}, {'name': 'Draconic Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Icicle Line', 'level': 30, 'power': 120, 'cooldown': 40, 'range': '0 - 2500'}, {'name': 'Comet Strike', 'level': 40, 'power': 110, 'cooldown': 35, 'range': '0 - 9999'}, {'name': 'Beam Slicer', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '0 - 4000'}]",350.0,110.0,130,110,701.6666666666666,100,8810
Xenovader,Rare,7,Dark,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Poison Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Umbral Surge', 'level': 15, 'power': 40, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Arrow', 'level': 22, 'power': 65, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Evil Slash', 'level': 40, 'power': 95, 'cooldown': 17, 'range': '500 - 3000'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",287.5,112.5,85,90,458.3333333333333,100,6750
Yakumo,Common,4,Normal,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Stone Blast', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Air Blade', 'level': 30, 'power': 85, 'cooldown': 20, 'range': '0 - 5000'}, {'name': 'Holy Burst', 'level': 40, 'power': 120, 'cooldown': 30, 'range': '0 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",252.5,82.5,85,85,320.0,100,3360
